8.215973984466915070e+00,-2.286722551974281537e+00
5.429162636785186180e+00,-9.280194645244387530e+00
7.481698304286416246e+00,-2.964036320916158207e+00
7.933330640935370326e+00,-3.515532052535067287e+00
7.295732152269861714e+00,-4.393923793372418451e+00
5.730728439095031490e+00,-2.608955061595124025e+00
7.968331195487529328e+00,-3.231252646072939605e+00
6.703099262958974514e+00,-9.593607618070834064e+00
7.837621690534677832e+00,-1.697561041678394389e+00
7.694836052219673483e+00,-2.633593933084926064e+00
6.364964898100824442e+00,-8.971899153619792955e+00
9.242238254681673482e+00,-3.880030980650583938e+00
9.075683674656076505e+00,-4.217905332256450812e+00
7.117075566684228249e+00,-8.204734159785459724e+00
5.223231066627032071e+00,-8.274414752446121568e+00
8.210733650378807980e+00,-4.003741186536990071e+00
6.941477167099217027e+00,-8.237210122473136664e+00
6.541184426656531770e+00,-9.848324809962774040e+00
9.421692688302806928e+00,-2.647698799441170259e+00
5.979338386842130149e+00,-9.308026711431908851e+00
5.202006745170063340e+00,-8.343254890423244419e+00
8.075023816796035092e+00,-4.259495690523594114e+00
7.809965974797651533e+00,-4.809443680456702452e+00
8.033493368655074462e+00,-2.265783479487629926e+00
7.207212848095848834e+00,-9.659486027109830175e+00
6.364489854595643870e+00,-9.734555777000341692e+00
6.476133405497019879e+00,-9.385654739697805837e+00
8.714450647157345742e+00,-2.417304906603251702e+00
6.539507048019627788e+00,-9.561072126898627843e+00
6.838145804270689965e+00,-9.539444274804651513e+00
5.471266196658662651e+00,-1.023889484104846659e+01
6.498680193770878688e+00,-7.135307136373140402e+00
8.385544085222726096e+00,-2.420579096394388507e+00
6.340411448546976914e+00,-9.614633183183256548e+00
6.344856812216329800e+00,-8.293401998367723849e+00
7.521321413777787512e+00,-2.122666050750808608e+00
6.912866575709392336e+00,-8.095757754535069850e+00
7.081840030753776105e+00,-9.638443115036192665e+00
7.379715922715265997e+00,-3.247874217537281005e+00
4.510561310644451538e+00,-9.305969800253503621e+00
7.090740385396500756e+00,-9.962315733841004217e+00
8.984266754691864421e+00,-4.874497122606671340e+00
6.711461759621325740e+00,-9.114207792770720573e+00
8.731471418799031881e+00,-4.099975971088517745e+00
5.724879631914062017e+00,-3.186540825996195814e+00
8.304131453209604885e+00,-4.375051880794719850e+00
9.359988559857704615e+00,-3.955863612955945019e+00
8.380148381995565998e+00,-3.952280375113114808e+00
7.270590068901769953e+00,-4.842257162764987299e+00
9.496494111657723280e+00,-3.790297496982803160e+00
5.940136855730596466e+00,-7.803129630185821952e+00
6.779953025527692745e+00,-1.086498707319894308e+01
7.730466650696985909e+00,-4.729016717299927564e+00
7.077050890097137170e+00,-2.404794303422981283e+00
7.825163918028679610e+00,-8.781359441014554790e+00
6.500727224441322782e+00,-3.824035859867789267e+00
6.110090634414806487e+00,-9.311043062435615525e+00
7.676196430857771702e+00,-2.826204368389465316e+00
8.283488415447326503e+00,-4.118560924124553324e+00
6.100923490947670835e+00,-7.899964114189203634e+00
8.030856376589458279e+00,-4.395838179941017110e+00
7.540276238993133262e+00,-8.371964227949415971e+00
7.316595984910203576e+00,-2.567181538197269575e+00
6.993135863639269978e+00,-9.971033058075883915e+00
6.577270231284242819e+00,-1.079868808350734000e+01
8.681856873364095506e+00,-4.536835374393564102e+00
5.479153654221998515e+00,-8.074781013280958319e+00
8.212011637692366861e+00,-1.547813580166429448e+00
5.920315478643765950e+00,-8.113557551886218633e+00
7.971644462988996871e+00,-3.382360577570022730e+00
5.370422377092167743e+00,-2.447152372740567294e+00
7.887811457550857774e+00,-3.657903099843867523e+00
5.240165602561896563e+00,-9.694240663373360434e+00
8.491428371887957738e+00,-2.549748890550385561e+00
7.261057311411772019e+00,-1.054416186258984389e+01
5.439854530716983660e+00,-9.376694458573355817e+00
2.734346803262818426e+00,-8.632225902456255540e+00
7.391694718771052663e+00,-3.126693303210516195e+00
7.385756751867146086e+00,-1.023796081801204405e+00
6.889065392403833421e+00,-3.193337163319946548e+00
6.104416167339284272e+00,-9.759263320994024937e+00
7.067883907070757310e+00,-9.613962533485453932e+00
7.036476876977629580e+00,-9.435911549165254542e+00
6.515379425096423205e+00,-8.895800896473247121e+00
9.761945351403806370e+00,-2.666250747845905433e+00
5.730058482212071702e+00,-4.194811362181399161e+00
9.326220422040462310e+00,-1.610887543046043424e+00
8.808404283854471828e+00,-2.918506506845294890e+00
7.821013262925473164e+00,-3.451250879817084449e+00
4.974654533568102721e+00,-1.187299827532030072e+01
5.604696499563463163e+00,-9.027353796739388869e+00
7.794763984441504867e+00,-8.066414145599530627e+00
1.048848358598385211e+01,-2.758581644020593249e+00
6.236925006402220362e+00,-1.065245958162228490e+01
6.739668099725018457e+00,-1.018073298856029574e+01
8.301285997629655355e+00,-4.217226533156893886e+00
5.761048573654749205e+00,-9.599803969393748915e+00
8.763616689221954914e+00,-9.479390350273849464e+00
5.871325963343313248e+00,-9.539978355373307295e+00
6.876983403726979915e+00,-9.475530051468668447e+00
